,year,month,day,min_temp,max_temp,solar_exp
733,2015,6,5,7.0,15.0,7.0
734,2015,6,6,9.2,16.6,6.4
735,2015,6,7,11.2,14.5,6.9
736,2015,6,8,11.1,18.5,8.2
737,2015,6,9,10.3,13.5,8.6
738,2015,6,10,7.5,13.4,7.1
739,2015,6,11,5.7,14.0,8.3
740,2015,6,12,5.2,13.1,6.9
741,2015,6,13,6.0,18.2,8.0
742,2015,6,14,5.8,17.4,8.0
743,2015,6,15,7.1,16.9,6.6
744,2015,6,16,9.5,16.1,3.3
745,2015,6,17,11.7,13.8,4.7
746,2015,6,18,10.7,12.7,4.2
747,2015,6,19,7.0,12.4,7.9
748,2015,6,20,4.1,11.6,7.1
749,2015,6,21,2.2,12.9,8.6
750,2015,6,22,3.6,14.1,6.2
751,2015,6,23,9.6,17.6,5.8
752,2015,6,24,12.2,16.0,7.7
753,2015,6,25,9.6,14.0,6.3
754,2015,6,26,10.5,16.9,7.1
755,2015,6,27,8.0,14.1,5.0
756,2015,6,28,9.6,14.5,4.1
757,2015,6,29,6.9,12.3,5.6
758,2015,6,30,5.0,14.2,7.9
759,2015,7,1,7.4,15.0,6.9
760,2015,7,2,10.3,11.9,7.0
761,2015,7,3,5.9,12.0,5.0
762,2015,7,4,7.3,10.6,2.8
763,2015,7,5,8.2,14.9,8.2
764,2015,7,6,7.5,11.5,4.4
765,2015,7,7,7.4,14.2,7.0
766,2015,7,8,4.9,14.8,8.5
767,2015,7,9,6.5,13.4,3.5
768,2015,7,10,7.6,14.3,5.8
769,2015,7,11,10.9,13.1,3.7
770,2015,7,12,3.4,12.3,2.9
771,2015,7,13,6.1,12.7,4.2
772,2015,7,14,8.1,9.8,4.8
773,2015,7,15,5.8,10.5,7.4
774,2015,7,16,6.6,12.3,8.1
775,2015,7,17,7.3,12.3,6.5
776,2015,7,18,6.1,11.5,9.5
777,2015,7,19,0.6,12.1,9.7
778,2015,7,20,1.8,14.7,9.7
779,2015,7,21,4.2,17.0,8.6
780,2015,7,22,11.4,16.6,6.0
781,2015,7,23,5.1,16.1,9.5
782,2015,7,24,7.6,15.0,4.4
783,2015,7,25,9.4,13.3,7.7
784,2015,7,26,8.1,11.6,8.5
785,2015,7,27,6.2,13.9,9.6
786,2015,7,28,7.9,14.4,10.2
787,2015,7,29,8.4,14.0,9.0
788,2015,7,30,8.6,12.3,4.5
789,2015,7,31,4.1,14.0,10.8
790,2015,8,1,6.5,11.4,4.2
791,2015,8,2,7.8,14.9,8.3
792,2015,8,3,7.3,10.8,9.4
793,2015,8,4,3.5,11.3,7.1
794,2015,8,5,6.6,10.8,8.0
795,2015,8,6,7.1,12.8,7.0
796,2015,8,7,9.0,13.1,9.0
797,2015,8,8,8.8,12.6,6.6
798,2015,8,9,7.7,13.3,6.9
799,2015,8,10,8.3,16.0,10.7
800,2015,8,11,7.8,14.8,11.7
801,2015,8,12,9.3,14.8,9.2
802,2015,8,13,8.4,13.0,7.0
803,2015,8,14,10.4,15.3,7.3
804,2015,8,15,10.0,14.9,10.9
805,2015,8,16,4.7,17.0,9.5
806,2015,8,17,6.8,12.2,9.9
807,2015,8,18,6.1,11.1,9.8
808,2015,8,19,5.5,12.7,10.2
809,2015,8,20,6.1,17.1,12.7
810,2015,8,21,10.9,18.7,4.1
811,2015,8,22,11.8,18.8,11.8
812,2015,8,23,7.9,16.3,13.1
813,2015,8,24,8.5,14.5,9.6
814,2015,8,25,9.5,14.3,8.1
815,2015,8,26,9.2,14.6,7.8
816,2015,8,27,9.8,11.7,2.7
817,2015,8,28,8.1,13.2,12.2
818,2015,8,29,6.3,11.7,9.1
819,2015,8,30,7.9,12.5,14.3
820,2015,8,31,8.1,13.0,11.5
821,2015,9,1,5.1,16.2,15.7
822,2015,9,2,8.0,18.8,10.5
823,2015,9,3,10.6,14.0,8.0
824,2015,9,4,8.7,13.7,13.0
825,2015,9,5,10.2,14.0,14.8
826,2015,9,6,5.8,16.6,11.8
827,2015,9,7,8.9,13.6,9.2
828,2015,9,8,8.8,12.8,11.1
829,2015,9,9,10.0,15.3,11.4
830,2015,9,10,10.0,15.7,17.3
831,2015,9,11,5.1,20.1,17.7
832,2015,9,12,12.2,21.7,10.2
833,2015,9,13,13.2,25.5,17.1
834,2015,9,14,15.4,26.7,17.8
835,2015,9,15,10.8,15.9,15.0
836,2015,9,16,8.9,14.8,17.6
837,2015,9,17,9.0,14.3,12.4
838,2015,9,18,10.5,14.7,8.1
839,2015,9,19,6.5,21.3,17.0
840,2015,9,20,8.5,22.9,17.3
841,2015,9,21,14.0,18.1,6.7
842,2015,9,22,7.6,12.7,17.4
843,2015,9,23,8.5,12.6,20.3
844,2015,9,24,5.1,14.3,18.2
845,2015,9,25,5.8,19.1,20.2
846,2015,9,26,6.6,17.9,20.1
847,2015,9,27,9.8,20.2,19.6
848,2015,9,28,8.3,21.4,13.6
849,2015,9,29,9.0,16.9,13.5
850,2015,9,30,11.5,15.9,16.8
851,2015,10,1,6.0,21.6,21.7
852,2015,10,2,9.9,28.6,21.7
853,2015,10,3,16.3,31.3,22.2
854,2015,10,4,13.9,24.9,22.2
855,2015,10,5,12.7,34.4,22.0
856,2015,10,6,15.5,35.8,18.9
857,2015,10,7,11.8,16.2,23.6
858,2015,10,8,7.6,18.6,23.3
859,2015,10,9,10.9,29.9,22.0
860,2015,10,10,17.5,29.2,11.9
861,2015,10,11,16.9,19.2,19.6
862,2015,10,12,11.3,16.1,13.4
863,2015,10,13,7.9,17.6,24.3
864,2015,10,14,11.2,28.6,24.4
865,2015,10,15,14.4,34.0,22.2
866,2015,10,16,17.0,23.8,8.4
867,2015,10,17,11.5,20.5,20.4
868,2015,10,18,12.6,17.7,24.2
869,2015,10,19,8.3,26.7,25.8
870,2015,10,20,12.9,31.8,14.4
871,2015,10,21,17.6,18.3,7.3
872,2015,10,22,11.4,16.7,8.5
873,2015,10,23,11.8,16.4,21.0
874,2015,10,24,9.2,19.5,25.1
875,2015,10,25,10.2,31.3,20.1
876,2015,10,26,14.0,15.9,14.5
877,2015,10,27,10.4,23.3,28.1
878,2015,10,28,10.1,26.8,27.6
879,2015,10,29,13.7,26.1,26.8
880,2015,10,30,12.6,27.4,22.6
881,2015,10,31,15.7,25.9,13.5
882,2015,11,1,16.4,26.0,10.0
883,2015,11,2,14.5,16.0,8.2
884,2015,11,3,8.0,17.9,25.4
885,2015,11,4,10.9,27.2,19.6
886,2015,11,5,16.2,24.7,16.4
887,2015,11,6,16.6,18.7,3.7
888,2015,11,7,11.9,16.8,25.2
889,2015,11,8,8.5,24.8,25.1
890,2015,11,9,13.6,33.1,26.4
891,2015,11,10,15.2,16.4,5.3
892,2015,11,11,11.5,20.1,16.0
893,2015,11,12,13.7,21.2,19.2
894,2015,11,13,13.5,18.2,26.1
895,2015,11,14,12.1,18.3,27.5
896,2015,11,15,13.0,18.5,27.6
897,2015,11,16,11.4,26.3,29.4
898,2015,11,17,15.7,33.3,24.0
899,2015,11,18,14.7,29.5,29.2
900,2015,11,19,15.6,31.5,20.6
901,2015,11,20,15.4,19.1,6.4
902,2015,11,21,12.2,17.5,20.9
903,2015,11,22,13.5,20.0,27.3
904,2015,11,23,13.8,20.7,27.3
905,2015,11,24,13.6,24.5,30.0
906,2015,11,25,13.5,33.3,9.3
907,2015,11,26,10.8,17.4,23.3
908,2015,11,27,9.0,18.2,16.8
909,2015,11,28,12.0,20.1,27.1
910,2015,11,29,12.6,20.3,23.4
911,2015,11,30,10.0,32.2,26.6
912,2015,12,1,14.5,24.6,24.4
913,2015,12,2,9.2,17.5,32.4
914,2015,12,3,12.2,21.3,30.1
915,2015,12,4,11.3,30.8,32.2
916,2015,12,5,15.5,25.3,27.9
917,2015,12,6,15.3,29.8,13.5
918,2015,12,7,18.1,27.3,8.7
919,2015,12,8,20.3,35.4,19.8
920,2015,12,9,15.4,24.6,27.0
921,2015,12,10,13.1,26.0,32.0
922,2015,12,11,14.2,19.2,13.0
923,2015,12,12,10.1,18.3,27.9
924,2015,12,13,10.3,28.3,28.6
925,2015,12,14,11.9,22.7,31.6
926,2015,12,15,14.4,24.6,30.3
927,2015,12,16,15.6,27.5,32.5
928,2015,12,17,16.9,37.2,33.1
929,2015,12,18,19.4,35.4,31.2
930,2015,12,19,19.2,41.2,20.5
931,2015,12,20,25.9,37.8,10.4
932,2015,12,21,15.0,20.2,25.4
933,2015,12,22,12.0,22.8,32.9
934,2015,12,23,15.1,26.0,32.4
935,2015,12,24,16.7,34.6,32.8
936,2015,12,25,21.7,34.1,33.3
937,2015,12,26,12.7,20.0,19.2
938,2015,12,27,11.9,19.4,27.6
939,2015,12,28,12.8,20.8,33.2
940,2015,12,29,12.4,23.9,33.0
941,2015,12,30,13.9,34.7,32.8
942,2015,12,31,19.7,39.7,29.6
943,2016,1,1,19.8,24.2,22.0
944,2016,1,2,17.1,27.6,25.1
945,2016,1,3,17.5,27.1,25.7
946,2016,1,4,16.3,26.0,15.3
947,2016,1,5,17.1,25.7,25.8
948,2016,1,6,17.3,25.7,18.1
949,2016,1,7,16.3,21.3,30.4
950,2016,1,8,16.2,20.6,25.4
951,2016,1,9,16.8,21.4,21.3
952,2016,1,10,15.7,31.5,31.3
953,2016,1,11,17.2,36.4,15.8
954,2016,1,12,17.1,24.8,29.1
955,2016,1,13,16.8,42.2,25.0
956,2016,1,14,16.1,18.1,3.9
957,2016,1,15,13.6,19.2,19.7
958,2016,1,16,11.9,22.3,32.6
959,2016,1,17,14.9,32.7,31.5
960,2016,1,18,18.6,35.3,30.4
961,2016,1,19,17.9,30.9,27.2
962,2016,1,20,19.3,29.1,18.6
963,2016,1,21,19.0,26.7,14.9
964,2016,1,22,17.5,22.8,6.5
965,2016,1,23,17.3,21.9,23.2
966,2016,1,24,16.2,22.2,23.4
967,2016,1,25,16.7,20.9,25.7
968,2016,1,26,16.5,29.4,28.7
969,2016,1,27,19.3,29.5,22.2
970,2016,1,28,20.3,27.5,19.0
971,2016,1,29,14.4,18.3,14.3
972,2016,1,30,12.3,22.4,24.0
973,2016,1,31,13.9,21.8,26.3
974,2016,2,1,12.5,23.6,29.4
975,2016,2,2,15.4,31.5,25.5
976,2016,2,3,18.1,21.0,11.0
977,2016,2,4,17.3,20.9,21.7
978,2016,2,5,15.3,29.4,29.0
979,2016,2,6,16.5,32.6,28.8
980,2016,2,7,19.1,27.7,28.5
981,2016,2,8,19.2,22.9,23.3
982,2016,2,9,17.4,22.7,27.7
983,2016,2,10,17.4,23.3,25.3
984,2016,2,11,18.0,23.8,27.6
985,2016,2,12,16.7,24.9,27.9
986,2016,2,13,17.7,30.3,23.4
987,2016,2,14,16.4,24.5,22.9
988,2016,2,15,14.0,26.1,25.4
989,2016,2,16,13.7,18.4,14.5
990,2016,2,17,12.7,21.1,16.2
991,2016,2,18,15.5,22.6,20.6
992,2016,2,19,15.8,22.0,11.2
993,2016,2,20,15.8,20.8,23.8
994,2016,2,21,12.6,24.7,26.5
995,2016,2,22,15.6,29.5,8.4
996,2016,2,23,18.1,39.4,19.4
997,2016,2,24,22.4,25.6,15.8
998,2016,2,25,19.6,26.4,13.8
999,2016,2,26,15.5,23.5,19.3
1000,2016,2,27,17.7,22.2,17.7
1001,2016,2,28,17.7,22.7,21.5
1002,2016,2,29,15.0,23.7,18.2
1003,2016,3,1,17.3,33.7,23.4
1004,2016,3,2,17.6,34.7,22.6
1005,2016,3,3,17.4,23.9,21.8
1006,2016,3,4,16.5,33.0,21.2
1007,2016,3,5,20.4,23.7,11.4
1008,2016,3,6,17.4,25.2,21.3
1009,2016,3,7,18.6,24.9,7.9
1010,2016,3,8,19.9,38.9,20.8
1011,2016,3,9,20.8,28.5,10.8
1012,2016,3,10,18.1,22.1,3.9
1013,2016,3,11,18.8,26.1,19.6
1014,2016,3,12,18.7,22.3,7.0
1015,2016,3,13,17.7,23.2,13.8
1016,2016,3,14,18.4,21.3,10.6
1017,2016,3,15,15.1,26.8,20.7
1018,2016,3,16,15.3,31.4,18.9
1019,2016,3,17,18.3,32.5,19.6
1020,2016,3,18,15.2,19.5,6.7
1021,2016,3,19,12.0,18.8,10.7
1022,2016,3,20,10.1,23.3,19.0
1023,2016,3,21,11.2,23.5,19.7
1024,2016,3,22,11.4,24.3,21.1
1025,2016,3,23,13.7,28.8,12.7
1026,2016,3,24,16.3,21.2,10.4
1027,2016,3,25,15.9,20.4,14.4
1028,2016,3,26,14.1,20.2,8.2
1029,2016,3,27,14.3,19.9,14.0
1030,2016,3,28,9.4,19.2,13.0
1031,2016,3,29,14.5,17.9,5.7
1032,2016,3,30,15.5,18.7,8.5
1033,2016,3,31,11.3,22.7,17.1
1034,2016,4,1,13.1,26.5,16.7
1035,2016,4,2,15.5,19.5,8.3
1036,2016,4,3,11.3,18.8,15.4
1037,2016,4,4,9.7,21.2,18.4
1038,2016,4,5,12.3,29.0,17.1
1039,2016,4,6,13.6,15.6,3.9
1040,2016,4,7,8.3,18.4,13.1
1041,2016,4,8,11.9,20.0,9.6
1042,2016,4,9,10.4,22.3,13.0
1043,2016,4,10,13.6,23.5,9.6
1044,2016,4,11,14.5,20.1,14.1
1045,2016,4,12,14.0,18.7,13.5
1046,2016,4,13,11.3,20.0,12.6
1047,2016,4,14,11.6,27.0,12.7
1048,2016,4,15,13.4,27.0,15.9
1049,2016,4,16,14.0,20.3,8.3
1050,2016,4,17,13.1,19.8,14.7
1051,2016,4,18,9.8,25.0,15.0
1052,2016,4,19,13.6,27.4,14.5
1053,2016,4,20,15.3,28.0,14.0
1054,2016,4,21,17.1,24.2,5.6
1055,2016,4,22,14.6,16.7,7.9
1056,2016,4,23,12.3,18.6,8.5
1057,2016,4,24,9.1,20.0,14.8
1058,2016,4,25,9.9,25.0,14.8
1059,2016,4,26,11.3,25.6,14.6
1060,2016,4,27,13.0,25.4,13.5
1061,2016,4,28,19.8,24.9,5.3
1062,2016,4,29,16.9,20.6,3.7
1063,2016,4,30,16.4,24.1,12.7
1064,2016,5,1,14.4,17.0,9.0
1065,2016,5,2,9.0,18.4,12.3
1066,2016,5,3,12.3,20.1,8.8
1067,2016,5,4,9.8,18.2,11.8
1068,2016,5,5,12.6,20.5,12.3
1069,2016,5,6,15.9,24.7,13.2
1070,2016,5,7,11.4,25.7,12.6
1071,2016,5,8,15.5,20.4,3.5
1072,2016,5,9,15.4,22.2,6.7
1073,2016,5,10,13.7,17.2,7.6
1074,2016,5,11,12.2,17.4,6.3
1075,2016,5,12,14.1,21.4,6.1
1076,2016,5,13,15.9,21.6,9.9
1077,2016,5,14,14.5,21.7,12.6
1078,2016,5,15,15.0,22.0,6.7
1079,2016,5,16,7.7,19.6,8.9
1080,2016,5,17,11.4,17.1,5.4
1081,2016,5,18,13.0,19.3,7.2
1082,2016,5,19,14.6,18.4,2.2
1083,2016,5,20,11.6,17.4,8.3
1084,2016,5,21,8.1,18.5,8.9
1085,2016,5,22,9.2,22.2,8.5
1086,2016,5,23,12.8,17.2,7.1
1087,2016,5,24,10.7,15.8,7.3
1088,2016,5,25,7.6,15.6,4.9
1089,2016,5,26,10.3,12.5,3.1
1090,2016,5,27,9.2,14.4,8.0
1091,2016,5,28,5.7,13.2,6.2
1092,2016,5,29,8.7,13.9,6.5
1093,2016,5,30,7.2,15.4,9.5
1094,2016,5,31,3.6,17.4,9.5
1095,2016,6,1,4.8,17.0,8.2
1096,2016,6,2,4.8,12.8,9.2
1097,2016,6,3,6.8,14.1,8.5
1098,2016,6,4,9.8,13.4,3.7
1099,2016,6,5,10.5,14.1,3.3
1100,2016,6,6,8.9,14.5,7.1
1101,2016,6,7,10.5,15.3,4.7
1102,2016,6,8,9.7,14.7,4.7
1103,2016,6,9,10.8,17.5,6.0
1104,2016,6,10,10.4,15.8,6.6
1105,2016,6,11,9.0,13.5,6.5
1106,2016,6,12,5.0,13.8,7.3
1107,2016,6,13,3.8,13.4,9.0
1108,2016,6,14,8.6,15.6,8.3
1109,2016,6,15,6.0,17.9,9.2
1110,2016,6,16,7.8,14.3,5.1
1111,2016,6,17,9.3,15.1,3.5
1112,2016,6,18,10.0,12.7,5.3
1113,2016,6,19,7.3,13.5,7.2
1114,2016,6,20,9.1,13.2,3.4
1115,2016,6,21,10.4,14.7,7.0
1116,2016,6,22,11.2,15.4,6.6
1117,2016,6,23,10.4,14.8,7.2
1118,2016,6,24,6.9,10.7,5.8
1119,2016,6,25,5.6,12.7,8.8
1120,2016,6,26,3.0,11.1,7.7
1121,2016,6,27,4.8,10.6,4.7
1122,2016,6,28,5.0,17.0,7.8
1123,2016,6,29,8.9,15.8,8.9
1124,2016,6,30,10.3,11.7,5.6
1125,2016,7,1,7.3,14.1,7.1
1126,2016,7,2,9.9,16.5,6.7
1127,2016,7,3,10.9,16.7,7.8
1128,2016,7,4,10.4,12.7,3.6
1129,2016,7,5,8.2,12.8,1.8
1130,2016,7,6,9.8,13.0,4.6
1131,2016,7,7,10.5,13.7,4.1
1132,2016,7,8,9.7,15.3,7.4
1133,2016,7,9,5.3,15.2,9.5
1134,2016,7,10,6.5,14.2,3.6
1135,2016,7,11,8.3,16.0,7.6
1136,2016,7,12,10.7,13.7,8.1
1137,2016,7,13,4.5,12.0,9.0
1138,2016,7,14,6.6,14.0,7.8
1139,2016,7,15,8.8,14.1,7.2
1140,2016,7,16,7.8,13.7,10.2
1141,2016,7,17,3.1,16.1,10.3
1142,2016,7,18,9.6,17.7,8.8
1143,2016,7,19,12.6,16.0,5.7
1144,2016,7,20,9.8,16.1,9.2
1145,2016,7,21,6.9,18.1,7.4
1146,2016,7,22,9.2,18.3,5.1
1147,2016,7,23,7.5,11.6,9.0
1148,2016,7,24,4.7,11.4,10.3
1149,2016,7,25,6.3,14.3,7.5
1150,2016,7,26,6.5,11.0,7.2
1151,2016,7,27,7.5,12.9,6.9
1152,2016,7,28,6.9,15.2,6.3
1153,2016,7,29,10.2,15.3,5.0
1154,2016,7,30,9.1,13.8,8.5
1155,2016,7,31,10.3,17.0,11.3
1156,2016,8,1,11.2,14.4,5.2
1157,2016,8,2,8.5,13.4,11.2
1158,2016,8,3,8.7,12.8,8.4
1159,2016,8,4,4.9,14.6,11.1
1160,2016,8,5,3.4,14.6,8.7
1161,2016,8,6,5.8,14.4,7.0
1162,2016,8,7,7.6,16.6,10.4
1163,2016,8,8,5.0,14.2,8.0
1164,2016,8,9,9.7,18.9,7.8
1165,2016,8,10,9.6,15.3,11.3
1166,2016,8,11,6.8,15.7,10.3
1167,2016,8,12,7.7,14.1,11.7
1168,2016,8,13,7.9,15.1,9.5
1169,2016,8,14,8.5,18.7,11.6
1170,2016,8,15,10.2,18.1,13.4
1171,2016,8,16,10.0,18.2,13.5
1172,2016,8,17,12.5,15.6,9.6
1173,2016,8,18,7.1,21.6,13.1
1174,2016,8,19,15.3,16.4,2.7
1175,2016,8,20,6.9,13.6,9.7
1176,2016,8,21,9.5,14.8,7.0
1177,2016,8,22,7.8,16.0,8.7
1178,2016,8,23,7.0,13.4,14.2
1179,2016,8,24,3.7,12.7,14.0
1180,2016,8,25,6.5,13.0,13.5
1181,2016,8,26,7.2,14.4,8.8
1182,2016,8,27,9.3,16.3,11.7
1183,2016,8,28,10.5,19.0,12.2
1184,2016,8,29,8.7,20.4,14.2
1185,2016,8,30,10.2,16.8,5.2
1186,2016,8,31,12.8,20.2,10.1
1187,2016,9,1,11.6,15.5,8.8
1188,2016,9,2,9.6,15.0,9.6
1189,2016,9,3,10.0,15.7,12.9
1190,2016,9,4,10.1,16.9,10.0
1191,2016,9,5,12.8,18.4,11.7
1192,2016,9,6,9.2,21.5,15.8
1193,2016,9,7,9.6,21.0,16.7
1194,2016,9,8,13.1,23.3,16.0
1195,2016,9,9,16.0,16.7,5.9
1196,2016,9,10,11.5,14.3,7.9
1197,2016,9,11,7.3,17.0,11.8
1198,2016,9,12,9.9,13.6,7.0
1199,2016,9,13,9.6,14.6,2.8
1200,2016,9,14,10.5,16.1,13.2
1201,2016,9,15,8.7,14.6,6.9
1202,2016,9,16,9.0,15.7,12.5
1203,2016,9,17,11.1,19.8,18.8
1204,2016,9,18,10.8,12.5,5.5
1205,2016,9,19,8.5,16.3,16.2
1206,2016,9,20,9.1,18.8,18.5
1207,2016,9,21,10.9,15.2,8.8
1208,2016,9,22,9.6,13.4,9.9
1209,2016,9,23,9.8,16.5,16.5
1210,2016,9,24,10.0,20.1,18.4
1211,2016,9,25,9.5,14.7,17.1
1212,2016,9,26,8.1,16.9,13.6
1213,2016,9,27,7.4,14.8,13.4
1214,2016,9,28,7.5,19.3,19.6
1215,2016,9,29,12.5,16.7,16.2
1216,2016,9,30,9.3,16.4,16.6
1217,2016,10,1,11.6,18.6,11.9
1218,2016,10,2,12.1,24.0,18.7
1219,2016,10,3,11.1,15.9,13.7
1220,2016,10,4,10.6,17.1,13.2
1221,2016,10,5,8.0,17.1,7.5
1222,2016,10,6,9.7,27.2,22.6
1223,2016,10,7,14.1,22.5,7.8
1224,2016,10,8,9.7,16.9,23.0
1225,2016,10,9,9.5,22.0,14.1
1226,2016,10,10,13.0,16.8,18.4
1227,2016,10,11,7.5,15.1,16.7
1228,2016,10,12,10.2,15.4,12.9
1229,2016,10,13,6.8,14.6,22.8
1230,2016,10,14,5.2,22.7,24.5
1231,2016,10,15,9.4,24.8,21.8
1232,2016,10,16,17.4,23.1,8.0
1233,2016,10,17,9.8,18.9,14.8
1234,2016,10,18,9.6,16.6,16.5
1235,2016,10,19,7.5,16.5,22.1
1236,2016,10,20,6.8,21.8,25.6
1237,2016,10,21,14.8,17.6,1.9
1238,2016,10,22,6.9,13.2,16.9
1239,2016,10,23,7.9,14.1,18.7
1240,2016,10,24,9.4,17.1,20.3
1241,2016,10,25,9.6,25.7,23.1
1242,2016,10,26,16.5,18.5,9.0
1243,2016,10,27,10.1,15.4,25.8
1244,2016,10,28,6.3,16.6,26.5
1245,2016,10,29,9.3,25.6,25.8
1246,2016,10,30,12.7,28.0,19.5
1247,2016,10,31,7.9,17.5,19.0
1248,2016,11,1,9.4,18.4,17.7
1249,2016,11,2,9.7,18.5,13.3
1250,2016,11,3,10.0,19.1,28.0
1251,2016,11,4,10.2,29.2,24.9
1252,2016,11,5,10.0,16.8,10.8
1253,2016,11,6,11.5,21.4,25.2
1254,2016,11,7,14.6,25.9,15.9
1255,2016,11,8,11.0,18.2,28.9
1256,2016,11,9,9.2,17.4,22.0
1257,2016,11,10,11.9,17.5,20.3
1258,2016,11,11,8.4,23.8,29.1
1259,2016,11,12,13.2,25.5,17.0
1260,2016,11,13,11.7,19.0,9.7
1261,2016,11,14,11.5,15.9,14.8
1262,2016,11,15,11.0,19.2,17.1
1263,2016,11,16,11.9,21.6,25.8
1264,2016,11,17,12.0,31.4,28.8
1265,2016,11,18,15.3,18.9,15.6
1266,2016,11,19,11.7,19.4,29.9
1267,2016,11,20,11.9,33.3,22.1
1268,2016,11,21,17.9,35.0,19.8
1269,2016,11,22,14.5,14.9,1.5
1270,2016,11,23,11.0,16.8,16.9
1271,2016,11,24,10.3,17.0,21.6
1272,2016,11,25,10.9,17.9,15.7
1273,2016,11,26,12.2,17.4,18.8
1274,2016,11,27,11.6,16.3,10.1
1275,2016,11,28,12.2,19.6,24.4
1276,2016,11,29,10.4,20.0,31.0
1277,2016,11,30,13.3,18.9,9.6
1278,2016,12,1,12.9,21.9,28.0
1279,2016,12,2,13.0,21.6,29.7
1280,2016,12,3,9.9,23.9,31.2
1281,2016,12,4,12.7,31.7,14.1
1282,2016,12,5,16.9,21.5,21.6
1283,2016,12,6,12.8,20.8,24.2
1284,2016,12,7,10.5,28.3,30.8
1285,2016,12,8,15.4,23.2,11.6
1286,2016,12,9,10.0,17.3,23.2
1287,2016,12,10,11.2,18.8,24.2
1288,2016,12,11,12.9,19.3,27.0
1289,2016,12,12,10.7,32.8,30.0
1290,2016,12,13,16.5,36.3,14.1
1291,2016,12,14,15.7,19.3,21.3
1292,2016,12,15,11.7,18.6,30.8
1293,2016,12,16,9.7,25.5,20.5
1294,2016,12,17,15.1,20.9,22.5
1295,2016,12,18,10.0,17.5,30.3
1296,2016,12,19,8.8,30.2,29.3
1297,2016,12,20,14.4,21.5,26.0
1298,2016,12,21,13.5,19.9,28.8
1299,2016,12,22,14.6,20.0,29.6
1300,2016,12,23,12.5,26.3,28.7
1301,2016,12,24,16.2,34.9,26.3
1302,2016,12,25,16.4,36.3,32.3
1303,2016,12,26,25.4,29.3,10.2
1304,2016,12,27,18.0,29.8,5.8
1305,2016,12,28,20.3,38.2,15.1
1306,2016,12,29,27.0,33.5,15.7
1307,2016,12,30,20.1,27.8,28.8
1308,2016,12,31,17.3,23.8,30.8
1309,2017,1,1,16.8,21.1,8.5
1310,2017,1,2,14.8,17.8,7.8
1311,2017,1,3,14.6,19.5,25.9
1312,2017,1,4,13.3,29.3,31.6
1313,2017,1,5,18.5,31.7,29.7
1314,2017,1,6,18.3,35.2,30.1
1315,2017,1,7,20.9,36.7,28.5
1316,2017,1,8,28.0,33.1,29.3
1317,2017,1,9,18.5,24.4,14.3
1318,2017,1,10,17.7,26.2,28.6
1319,2017,1,11,16.6,24.3,25.9
1320,2017,1,12,14.9,26.5,30.7
1321,2017,1,13,17.5,28.8,1.3
1322,2017,1,14,15.2,23.5,16.5
1323,2017,1,15,15.2,21.5,22.7
1324,2017,1,16,12.2,32.7,30.5
1325,2017,1,17,16.4,37.8,25.5
1326,2017,1,18,15.6,20.8,27.5
1327,2017,1,19,11.0,23.4,29.7
1328,2017,1,20,16.1,20.8,13.2
1329,2017,1,21,15.3,22.6,25.1
1330,2017,1,22,12.7,29.6,30.3
1331,2017,1,23,17.8,36.7,19.2
1332,2017,1,24,19.1,22.0,27.6
1333,2017,1,25,13.5,21.1,29.8
1334,2017,1,26,16.4,21.2,16.9
1335,2017,1,27,17.0,23.6,29.3
1336,2017,1,28,15.0,29.2,29.2
1337,2017,1,29,15.1,27.0,29.4
1338,2017,1,30,17.8,30.0,3.7
1339,2017,1,31,16.5,22.1,26.8
1340,2017,2,1,14.3,20.6,9.3
1341,2017,2,2,14.2,24.1,28.2
1342,2017,2,3,15.4,27.6,28.1
1343,2017,2,4,14.6,35.9,27.3
1344,2017,2,5,18.5,30.7,9.3
1345,2017,2,6,15.1,18.0,3.9
1346,2017,2,7,15.4,27.6,27.9
1347,2017,2,8,16.5,36.0,27.7
1348,2017,2,9,20.3,36.0,24.4
1349,2017,2,10,18.7,27.1,21.3
1350,2017,2,11,18.5,24.6,21.0
1351,2017,2,12,15.1,19.9,12.6
1352,2017,2,13,14.0,21.0,20.5
1353,2017,2,14,14.5,19.5,15.6
1354,2017,2,15,10.0,31.5,26.0
1355,2017,2,16,14.9,23.6,23.2
1356,2017,2,17,13.7,25.5,18.4
1357,2017,2,18,13.3,18.9,16.1
1358,2017,2,19,11.7,17.3,9.9
1359,2017,2,20,11.6,20.3,22.4
1360,2017,2,21,10.1,24.0,25.0
1361,2017,2,22,12.8,33.3,23.1
1362,2017,2,23,15.9,25.0,23.5
1363,2017,2,24,15.8,20.0,13.2
1364,2017,2,25,13.7,19.4,23.9
1365,2017,2,26,13.2,29.8,24.2
1366,2017,2,27,15.6,33.1,23.9
1367,2017,2,28,17.3,33.6,23.6
1368,2017,3,1,16.6,30.5,23.7
1369,2017,3,2,17.7,23.3,22.0
1370,2017,3,3,18.1,28.6,18.1
1371,2017,3,4,16.1,27.4,23.0
1372,2017,3,5,17.6,25.4,16.8
1373,2017,3,6,17.7,27.4,22.3
1374,2017,3,7,15.0,28.2,22.4
1375,2017,3,8,14.2,31.5,22.1
1376,2017,3,9,15.0,32.3,21.1
1377,2017,3,10,18.5,23.8,19.4
1378,2017,3,11,18.0,26.4,13.9
1379,2017,3,12,17.9,27.1,19.6
